Language_ID	Flag	Planar_Type	Analysis_Type	Abstract_Type	Domain_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Test_Labels	PW_Pattern	Notes
sout2991		verbal	constituency	Ciscategorial.selection	Morphosyntactic	Narrow	Maximal	NA	12	26	Ciscat. Sel. Max.	morphosyntactic	
sout2991		verbal	constituency	Ciscategorial.selection	Morphosyntactic	Broad	Maximal	NA	2	41	Ciscat. Sel. Max.	morphosyntactic	
dura0000	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	chi- does not derive verbs	16	17	Ciscat. Sel. Max. (chi- not verb.)	morphosyntactic	NA
dura0000	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	chi- derives verbs	4	23	Ciscat. Sel. Max. (chi- verb.)	morphosyntactic	NA
hupd1244	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	hin=cis	1	14	Ciscat. Sel. Max. (hin=cis)	morphosyntactic	'Flagged: reread this section
hupd1244	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	hin=trans	1	13	Ciscat. Sel. Max. (hin=trans)	morphosyntactic	NA
arao1248	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	broad	1	17	Ciscat. Sel. Max. broad	morphosyntactic	NA
arao1248	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	narrow	4	15	Ciscat. Sel. Max. narrow	morphosyntactic	NA
cher1273	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	12	22	Ciscat. Sel. Min.	morphosyntactic	NA
arao1248	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	6	13	Ciscat. Sel. Min.	morphosyntactic	NA
ayau1235	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	15	19	Ciscat. Sel. Min.	morphosyntactic	NA
cent2127	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	2	16	Ciscat. Sel. Min.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	minimal	NA	17	17	Ciscat. Sel. Min.	morphosyntactic	NA
hupd1244	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	5	6	Ciscat. Sel. Min.	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	3	10	Ciscat. Sel. Min.	morphosyntactic	NA
teot1238	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	10	12	Ciscat. Sel. Min.	morphosyntactic	NA
yucu1253	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	10	16	Ciscat. Sel. Min.	morphosyntactic	NA
sout2991		verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	12	25	Ciscat. Sel. Min.	morphosyntactic	
moco1246	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	first.second.person.P	3	18	Clause Comb. Asynd. Max. 1/2P	morphosyntactic	NA
moco1246	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	third.person.P	6	19	Clause Comb. Asynd. Max. 3P	morphosyntactic	NA
moco1246	NA	verbal	constituency	Recursion.based	Morphosyntactic	Syndetic	Maximal	kan.and.then	6	19	Clause Comb. Synd. Max.	morphosyntactic	NA
ayau1235	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	Coordination	2	29	Coordination Max.	morphosyntactic	NA
ayau1235	NA	verbal	constituency	Recursion.based	Indeterminate	NA	Minimal	Coordination	6	28	Coordination Min.	morphosyntactic	NA
cher1273	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	Maximal	NA	2	22	Nonpermutability Max.	morphosyntactic	NA
cher1273	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	Minimal	NA	2	17	Nonpermutability Min.	morphosyntactic	NA
sout2991		verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	limitative lla	12	21	lla Non-interruptability	morphosyntactic	
ayau1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	6	28	No-interrupt. Compl.	morphosyntactic	NA
ayau1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	15	28	No-interrupt. Simpl.	morphosyntactic	NA
cher1273	NA	verbal	constituency	Recursion.based	Morphosyntactic	Nominalization	Maximal	NA	1	21	Nominaliz. Max.	morphosyntactic	NA
ayau1235	NA	verbal	constituency	Recursion.based	Morphosyntactic	Nominalization	Maximal	NA	3	29	Nominaliz. Max.	morphosyntactic	with postverbal NP, absolute state marker ambiguous
ayau1235	NA	verbal	constituency	Recursion.based	Indeterminate	Nominalization	Minimal	NA	3	20	Nominaliz. Min.	morphosyntactic	ends at absolute state marker
sout2991		verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	12	21	Non-interrupt.	morphosyntactic	
cher1273	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	2	22	Non-interrupt.	morphosyntactic	NA
cent2127	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	2	16	Non-interrupt.	morphosyntactic	NA
yucu1253	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	9	20	Non-interrupt.	morphosyntactic	NA
sout2991		verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	12	41	Non-interrupt.	morphosyntactic	
hupd1244	NA	nominal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	5	15	Non-interrupt.	morphosyntactic	NA
zenz1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	7	14	Non-interrupt.	morphosyntactic	NA
moco1246	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	4	18	Non-interrupt.	morphosyntactic	NA
arao1248	NA	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	4	16	Non-interrupt. Compl.	morphosyntactic	NA
teot1238	NA	nominal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	1	9	Non-interrupt. Compl.	morphosyntactic	NA
teot1238	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	4	22	Non-interrupt. Compl.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	Maximal	NA	3	25	Non-interrupt. Max.	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Noninterruption	Morphosyntactic	Multipositional	NA	1	2	30	Non-interrupt. Max.	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Noninterruption	Morphosyntactic	Multipositional	NA	2	3	10	Non-interrupt. Min.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	causative as free form	14	20	Non-interrupt. Min. (sa- bound)	morphosyntactic	NA
dura0000	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	causative as bound form	11	20	Non-interrupt. Min. (sa- free)	morphosyntactic	NA
arao1248	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	4	6	Non-permut. Scope	morphosyntactic	NA
teot1238	NA	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	10	15	Non-interrupt. Simpl.	morphosyntactic	NA
arao1248	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	6	6	Non-interrupt. Simpl.	morphosyntactic	NA
teot1238	NA	nominal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	permutable	6	12	Non-interrupt. Simpl. Perm.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Nonpermutability	Morphosyntactic	NA	NA	NA	5	19	Non-permut.	morphosyntactic	NA
teot1238	NA	nominal	constituency	Nonpermutability	Morphosyntactic	NA	NA	NA	6	20	Non-permut.	morphosyntactic	NA
teot1238	NA	verbal	constituency	Nonpermutability	Morphosyntactic	NA	NA	NA	10	15	Non-permut.	morphosyntactic	NA
yucu1253	NA	verbal	constituency	Nonpermutability	Morphosyntactic	NA	NA	NA	10	19	Non-permut.	morphosyntactic	NA
arao1248	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	6	6	Non-permut.	morphosyntactic	NA
sout2991		verbal	constituency	Nonpermutability	Morphosyntactic	NA	Minimal	chi (13) and chi (18) not one morpheme	12	12	Non-permut.	morphosyntactic	
sout2991		verbal	constituency	Nonpermutability	Morphosyntactic	NA	Maximal	chi (13) and chi (18) = one morpheme	12	15	Non-permut.	morphosyntactic	
ayau1235	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	15	20	Non-permut. Min.	morphosyntactic	NA
ayau1235	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	13	21	Non-permut. Max.	morphosyntactic	NA
cent2127	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	2	16	Non-permut. Rigid	morphosyntactic	NA
hupd1244	NA	nominal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	8	11	Non-permut. Rigid	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	2	10	Non-permut. Rigid	morphosyntactic	NA
moco1246	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	4	18	Non-permut. Rigid	morphosyntactic	NA
zenz1235	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	7	14	Non-permut. Rigid	morphosyntactic	NA
moco1246	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	verb conditioned variability	4	15	Non-permut. Rigid	morphosyntactic	NA
cent2127	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	2	20	Non-permut. Scope	morphosyntactic	NA
hupd1244	NA	nominal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	1	15	Non-permut. Scope	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	7	10	Non-permut. Scope	morphosyntactic	NA
zenz1235	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	7	17	Non-permut. Scope	morphosyntactic	NA
dura0000	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	NA	12	26	Rec. Asynd. Max.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Recursion.based	Indeterminate	Asyndetic	minimal	NA	12	25	Rec. Asynd. Min.	morphosyntactic	NA
cent2127	NA	verbal	constituency	Recursion.based	Morphosyntactic	Complementation	NA	complement1	2	3	Rec. Compl. 1	morphosyntactic	NA
cent2127	NA	verbal	constituency	Recursion.based	Morphosyntactic	Complementation	NA	complement2	2	4	Rec. Compl. 2	morphosyntactic	NA
cent2127	NA	verbal	constituency	Recursion.based	Morphosyntactic	Complementation	NA	complement3	2	7	Rec. Compl. 3	morphosyntactic	NA
cent2127	NA	verbal	constituency	Recursion.based	Morphosyntactic	Complementation	NA	complement.say	2	16	Rec. Compl. Say	morphosyntactic	NA
dura0000	NA	verbal	constituency	Recursion.based	Morphosyntactic	Syndetic	Maximal	other conjunctions	2	28	Rec. Synd. Conj. Max.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Recursion.based	Morphosyntactic	Syndetic	Maximal	coordination with ta	1	29	Rec. Synd. Coord. Max.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Recursion.based	Indeterminate	Syndetic	Minimal	NA	17	17	Rec. Synd. Min.	morphosyntactic	NA
dura0000	NA	verbal	constituency	Recursion.based	Morphosyntactic	Syndetic	Maximal	ña-linkage	4	28	Rec. Synd. Ña Max.	morphosyntactic	NA
cher1273	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	NA	1	24	Rep. Subspan Max.	morphosyntactic	NA
zenz1235	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	Coordination	2	20	Rep. Subspan Max.	morphosyntactic	NA
zenz1235	NA	verbal	constituency	Recursion.based	Indeterminate	NA	Minimal	Coordination	5	16	Rep. Subspan Min.	morphosyntactic	NA
teot1238	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	serial verb	10	23	Serial Verb Max.	morphosyntactic	NA
teot1238	NA	verbal	constituency	Recursion.based	Indeterminate	NA	Minimal	serial verb	10	12	Serial Verb Min.	morphosyntactic	NA
hupd1244	NA	nominal	constituency	Recursion.based	Morphosyntactic	NA	NA	NA	1	15	Subspan Rep. 	morphosyntactic	NA
yucu1253	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	Adverbial.clause	8	21	Subspan Rep. Adv.	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	base	6	6	Subspan Rep. Base	morphosyntactic	NA
hupd1244	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	sentence	1	32	Subspan Rep. Clause	morphosyntactic	NA
yucu1253	NA	verbal	constituency	Recursion.based	Morphosyntactic	Complementation	Maximal	NA	8	21	Subspan Rep. Compl.	morphosyntactic	NA
arao1248	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	NA	4	15	Subspan Rep. Max.	morphosyntactic	NA
yucu1253	NA	verbal	constituency	Recursion.based	Morphosyntactic	Same.subject	Maximal	NA	10	21	Subspan Rep. SS	morphosyntactic	NA
arao1248	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	tso.marked	1	17	Subspan Rep. Tso Max.	morphosyntactic	NA
arao1248	NA	verbal	constituency	Recursion.based	Indeterminate	NA	Minimal	tso.marked	4	14	Subspan Rep. Tso Min.	morphosyntactic	NA
sout2991	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	clause juxtaposition	1	42	Subspan Repetition	morphosyntactic	
sout2991	NA	verbal	constituency	Recursion.based	Morphosyntactic	Nominalization	Minimal	clausal nominalization	12	22	Subspan Repetition	morphosyntactic	
sout2991	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Minimal	clause juxtaposition – strict	12	18	Subspan Repetition	morphosyntactic	
sout2991	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Minimal	clausal juxtaposition – lax 	12	18	Subspan Repetition	morphosyntactic	
sout2991	NA	verbal	constituency	Recursion.based	Morphosyntactic	Nominalization	Maximal	clausal nominalization	1	22	Subspan Repetition	morphosyntactic	
ayau1235	misinterpretation	verbal	constituency	Recursion.based	Indeterminate	Reduplication	NA	total reduplication	15	19	Total Redupl.	morphosyntactic	NA
ayau1235	overfracture	verbal	constituency	Recursion.based	Indeterminate	Asyndetic	NA	verbal parallelism	15	19	Verbal Parallel.	morphosyntactic	
chac1251	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	NA	4	12		morphosyntactic	NA
chac1251	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	4	4		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Broad	Maximal	NA	8	40		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Broad	Minimal	NA	14	22		morphosyntactic	NA
chac1251	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Broad	NA	NA	1	28		morphosyntactic	NA
dura0000	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	NA	2	10		morphosyntactic	NA
dura0000	NA	nominal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	7	8		morphosyntactic	NA
mart1259	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	NA	2	26		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Maximal	NA	4	13		morphosyntactic	NA
mart1259	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	17	18		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	Minimal	NA	5	9		morphosyntactic	NA
kiow1266	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	NA	NA	NA	29	33		morphosyntactic	NA
chac1251	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Narrow	Maximal	NA	8	24		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Narrow	Maximal	NA	14	37		morphosyntactic	NA
chac1251	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Narrow	Minimal	NA	8	16		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Ciscategorial.selection	Morphosyntactic	Narrow	Minimal	NA	14	20		morphosyntactic	NA
chac1251	NA	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	7	20		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	7	41		morphosyntactic	NA
kiow1266	NA	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	23	36		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	3	11		morphosyntactic	NA
chac1251	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	7	11		morphosyntactic	NA
kiow1266	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	29	36		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	rem.past free	14	39		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	rem.past not free	14	38		morphosyntactic	NA
mart1259	NA	verbal	constituency	Noninterruption	Morphosyntactic	NA	NA	NA	17	20		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Noninterruption	Morphosyntactic	Multipositional	NA	NA	14	22		morphosyntactic	NA
dura0000	NA	nominal	constituency	Noninterruption	Morphosyntactic	Complex	NA	different type	1	10		morphosyntactic	NA
dura0000	NA	nominal	constituency	Noninterruption	Morphosyntactic	Complex	NA	same type	4	9		morphosyntactic	NA
dura0000	NA	nominal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	simplex	7	8		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Noninterruption	Morphosyntactic	Multipositional	NA	noun.stem	5	11		morphosyntactic	NA
mart1259	NA	verbal	constituency	Nonpermutability	Morphosyntactic	NA	NA	declarative and interrogative	4	25		morphosyntactic	NA
mart1259	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	interrogative	3	25		morphosyntactic	NA
kaya1330	NA	verbal	constituency	Nonpermutability	Morphosyntactic	NA	Maximal	NA	12	22		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Nonpermutability	Morphosyntactic	NA	NA	NA	14	23		morphosyntactic	NA
dura0000	NA	nominal	constituency	Nonpermutability	Morphosyntactic	NA	NA	scopal	1	13		morphosyntactic	NA
dura0000	NA	nominal	constituency	Nonpermutability	Morphosyntactic	NA	NA	strict	1	8		morphosyntactic	NA
chac1251	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	Maximal	NA	7	26		morphosyntactic	NA
chac1251	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	Minimal	NA	7	10		morphosyntactic	NA
kaya1330	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	Minimal	NA	12	15		morphosyntactic	NA
mart1259	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	17	20		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Nonpermutability	Morphosyntactic	Rigid	NA	NA	3	14		morphosyntactic	NA
chac1251	NA	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	7	12		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Nonpermutability	Morphosyntactic	Scopal	NA	NA	5	14		morphosyntactic	NA
chac1251	NA	nominal	constituency	Noninterruption	Morphosyntactic	Complex	NA	NA	3	6		morphosyntactic	NA
chac1251	NA	nominal	constituency	Noninterruption	Morphosyntactic	Simplex	NA	NA	3	5		morphosyntactic	NA
chac1251	NA	nominal	constituency	Nonpermutability	Morphosyntactic	Scopal	Minimal	NA	2	6		morphosyntactic	NA
chac1251	NA	nominal	constituency	Nonpermutability	Morphosyntactic	NA	Maximal	NA	2	12		morphosyntactic	NA
chac1251	NA	nominal	constituency	Nonpermutability	Morphosyntactic	Rigid	Minimal	NA	2	2		morphosyntactic	NA
chac1251	NA	nominal	constituency	Proform	Morphosyntactic	NA	NA	NA	1	12		morphosyntactic	NA
chac1251	NA	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	Asyndetic	6	17		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	coordination.conjunct	4	13		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	Asyndetic	Maximal	coordination.independent	3	13		morphosyntactic	NA
kaya1330	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	Coordination	4	22		morphosyntactic	NA
iyoj1235	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	NA	8	39		morphosyntactic	NA
kiow1266	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	NA	1	39		morphosyntactic	NA
kaya1330	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	Subordination	5	15		morphosyntactic	NA
mart1259	NA	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	Complement.clause	4	27		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	inseperable.roots	6	7		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	inseperable.roots.complex.preverbs	6	6		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	secondary.derivation	6	7		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	seperable.roots	4	7		morphosyntactic	NA
siks1238	preliminary	verbal	constituency	Recursion.based	Morphosyntactic	NA	NA	seperable.roots.complex.preverbs	4	6		morphosyntactic	NA
chac1251	NA	verbal	constituency	Recursion.based	Morphosyntactic	Nominalization	Maximal	Agentive.nominalization	7	24		morphosyntactic	NA
chac1251	NA	verbal	constituency	Recursion.based	Morphosyntactic	Nominalization	Maximal	Instrumental.nominalization	6	24		morphosyntactic	NA
chac1251	NA	verbal	constituency	Recursion.based	Morphosyntactic	Reduplication	Maximal	NA	7	22		morphosyntactic	NA
chac1251	NA	verbal	constituency	Recursion.based	Morphosyntactic	Same.subject	Maximal	Same.subject	6	17		morphosyntactic	NA
dura0000	NA	nominal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	coordination	1	13		morphosyntactic	NA
dura0000	NA	nominal	constituency	Recursion.based	Morphosyntactic	Possession	Maximal	NA	7	12		morphosyntactic	NA
chac1251	NA	verbal	constituency	Recursion.based	Morphosyntactic	Syndetic	Maximal	Different.subject	6	24		morphosyntactic	NA
chac1251	Need to check	nominal	constituency	Recursion.based	Morphosyntactic	Possession	Maximal	Genitive	2	10		morphosyntactic	NA
chac1251	Need to check	nominal	constituency	Recursion.based	Morphosyntactic	NA	Maximal	tihi conjunction	2	8		morphosyntactic	NA
chac1251	NA	nominal	constituency	Recursion.based	Morphosyntactic	NA	NA	Compound	3	4		morphosyntactic	NA
chac1251	NA	nominal	constituency	Recursion.based	Morphosyntactic	NA	NA	naxeni	3	4		morphosyntactic	NA
zenz1235	NA	verbal	constituency	Suprasegmental	Phonological	Declination/Downstep	NA	declination and pitch reset	1	21	Declination/Reset	other process	NA
ayau1235	noncomparable	verbal	constituency	Pausing	Phonological	NA	NA	pause	15	28	Pause	pause	NA
dura0000	NA	verbal	constituency	Segmental	Phonological	Minimality	Maximal	bimoraic	1	28	Bimoraic. Bim. Max.	size-related	NA
dura0000	NA	verbal	constituency	Segmental	Phonological	Minimality	Minimal	bimoraic	17	17	Bimoraic. Bim. Min.	size-related	NA
dura0000	NA	verbal	constituency	Segmental	Phonological	Minimality	Maximal	monomoraic apart from verb base	1	27	Bimoraic. Mono. Max.	size-related	NA
dura0000	NA	verbal	constituency	Segmental	Phonological	Minimality	Minimal	monomoraic apart from verb base	12	18	Bimoraic. Mono. Min.	size-related	NA
dura0000	NA	nominal	constituency	Segmental	Phonological	Minimality	Maximal	bimoraic	1	13		size-related	NA
dura0000	NA	nominal	constituency	Segmental	Phonological	Minimality	Minimal	bimoraic	8	8		size-related	NA
dura0000	NA	nominal	constituency	Segmental	Phonological	Minimality	NA	monomoraic	7	8		size-related	NA
siks1238	preliminary	verbal	constituency	Segmental	Phonological	Minimality	Maximal	size	6	9		size-related	NA
siks1238	preliminary	verbal	constituency	Segmental	Phonological	Minimality	Minimal	size	6	7		size-related	NA
chac1251	NA	verbal	constituency	Segmental	Phonological	Vowel insertion	Maximal	same vowel insertion	7	24		size-related	NA
chac1251	NA	verbal	constituency	Segmental	Phonological	Vowel insertion	Minimal	same vowel insertion	7	10		size-related	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	8	11	Accent Max.	stress	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	3	15	Accent Max.	stress	NA
teot1238	NA	nominal	constituency	Suprasegmental	Phonological	Accent	Minimal	NA	8	9	Accent Min.	stress	NA
teot1238	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	NA	10	15	Accent Min.	stress	NA
arao1248	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	4	17	Pitch Accent Max.	stress	NA
sout2991		verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	stress	12	41	Pitch Accent Max.	stress	
arao1248	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	NA	6	11	Pitch Accent Min.	stress	NA
sout2991		verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	stress	12	29	Pitch Accent Min.	stress	
hupd1244	NA	nominal	constituency	Suprasegmental	Phonological	Accent	NA	stress	5	15	Stress	stress	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	15	20	Stress Max.	stress	NA
cent2127	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	2	20	Stress Max.	stress	NA
moco1246	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	4	18	Stress Max.	stress	NA
hupd1244	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	stress	3	26	Stress Max.	stress	NA
cent2127	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	NA	2	16	Stress Min.	stress	NA
moco1246	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	NA	6	7	Stress Min.	stress	NA
ayau1235	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	positive evidence	19	20	Stress Min.	stress	NA
hupd1244	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Minimal	stress	2	26	Stress Min.	stress	NA
chac1251	NA	nominal	constituency	Suprasegmental	Phonological	Accent	Maximal	intensity	3	12		stress	NA
chac1251	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	intensity	7	25		stress	NA
iyoj1235	NA	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	NA	4	40		stress	NA
siks1238	preliminary	verbal	constituency	Suprasegmental	Phonological	Accent	Maximal	Construction 1	1	11		stress	NA
